Course Code|Course Description|Grade|Pathway or Destination|Enrolment
BBS4Z|Introduction to Business Management II|Grade 12|University Delivered (Dual Credits)|<10
BBU4T|Business Fundamentals II|Grade 12|College Delivered (Dual Credits)|<10
BBV4T|Operational Management|Grade 12|College Delivered (Dual Credits)|15
BCA4T|Business Communications|Grade 12|College Delivered (Dual Credits)|<10
BCF4T|Customer Service|Grade 12|College Delivered (Dual Credits)|112
BCG4T|Customer Relations|Grade 12|College Delivered (Dual Credits)|<10
BCM4T|Carpentry Customer Communications|Grade 12|College Delivered (Dual Credits)|<10
BCN4T|Social Understanding for Customer Care II|Grade 12|College Delivered (Dual Credits)|<10
BDA4T|Entrepreneurship|Grade 12|College Delivered (Dual Credits)|<10
BDB4T|Entrepreneurship and Small Business|Grade 12|College Delivered (Dual Credits)|<10
BDI3C|Introduction to Entrepreneurial Studies|Grade 11|College Preparation (Grade 11 & 12 level)|11034
BDP3O|The Enterprising Person|Grade 11|Open (Grade 9 - 12 level)|1413
BDV4C|Entrepreneurship: Venture Planning in an Electronic Age|Grade 12|College Preparation (Grade 11 & 12 level)|1721
BMA4T|Introduction to Marketing|Grade 12|College Delivered (Dual Credits)|54
BMB4T|Marketing|Grade 12|College Delivered (Dual Credits)|36
BME4T|Principles of Marketing|Grade 12|College Delivered (Dual Credits)|13
BMF4T|Marketing and Advertising Principles in Graphics/Packaging|Grade 12|College Delivered (Dual Credits)|27
BMI3C|Introduction to Marketing|Grade 11|College Preparation (Grade 11 & 12 level)|17261
BMK4T|Pitching the Campaign|Grade 12|College Delivered (Dual Credits)|24
BMX3E|Introduction to Retail and Services Marketing|Grade 11|Workplace Preparation (Grade 11 & 12 level)|1993
BOA4T|Human Relations|Grade 12|College Delivered (Dual Credits)|29
BOB4T|Organizational Behaviour|Grade 12|College Delivered (Dual Credits)|<10
BOC4T|Office Procedures|Grade 12|College Delivered (Dual Credits)|<10
BOE4T|Project Management|Grade 12|College Delivered (Dual Credits)|<10
BOG4E|Business Leadership: Becoming a Manager|Grade 12|Workplace Preparation (Grade 11 & 12 level)|1337
BOH4M|Business Leadership: Management Fundamentals|Grade 12|University/College Preparation (Grade 11 & 12 level)|17182
BOI4T|Introductory Human Resources|Grade 12|College Delivered (Dual Credits)|12
BON4T|Conflict Management|Grade 12|College Delivered (Dual Credits)|17
BOO4T|Principles of Human Resource Management|Grade 12|College Delivered (Dual Credits)|<10
BTA3O|Information and Communication Technology: The Digital Environment|Grade 11|Open (Grade 9 - 12 level)|9255
BTG4T|Computer Applications for Business and Technology|Grade 12|College Delivered (Dual Credits)|14
BTT1O|Information and Communication Technology in Business|Grade 9|Open (Grade 9 - 12 level)|45611
BTT2O|Information and Communication Technology in Business|Grade 10|Open (Grade 9 - 12 level)|5639
BTX4C|Information and Communication Technology: The Digital Environment|Grade 12|College Preparation (Grade 11 & 12 level)|647
BTX4E|Information and Communication Technology: The Digital Environment|Grade 12|Workplace Preparation (Grade 11 & 12 level)|523
CCL3O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|Grade 11|Open (Grade 9 - 12 level)|<10
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|Grade 12|Open (Grade 9 - 12 level)|1003
CGA4T|World Destinations I|Grade 12|College Delivered (Dual Credits)|15
CGC1D|Issues in Canadian Geography|Grade 9|Academic (Grade 9 & 10 level)|106338
CGC1P|Geography of Canada|Grade 9|Applied (Grade 9 & 10 level)|49777
CGD3M|The Americas: Geography Patterns and Issues|Grade 11|University/College Preparation (Grade 11 & 12 level)|146
CGF3M|Physical Geography: Patterns, Processes, and Interactions|Grade 11|University/College Preparation (Grade 11 & 12 level)|4711
CGG3O|Regional Geography: Travel and Tourism|Grade 11|Open (Grade 9 - 12 level)|16826
CGO4M|Geomatics: Geotechnologies in Action|Grade 12|University/College Preparation (Grade 11 & 12 level)|496
CGR4E|Environment and Resource Management|Grade 12|Workplace Preparation (Grade 11 & 12 level)|684
CGR4M|Environment and Resource Management|Grade 12|University/College Preparation (Grade 11 & 12 level)|6449
CGT3E|Geographic: The Geographer's Toolkit|Grade 11|Workplace Preparation (Grade 11 & 12 level)|317
CGU4C|World Geography: Urban Patterns and Interactions|Grade 12|College Preparation (Grade 11 & 12 level)|618
CGU4U|World Geography: Human Patterns and Interactions|Grade 12|University Preparation (Grade 11 & 12 level)|1051
CGW4U|Canadian and World Issues: A Geographic Analysis|Grade 12|University Preparation (Grade 11 & 12 level)|18057
CHA3U|American History|Grade 11|University Preparation (Grade 11 & 12 level)|7382
CHC2D|Canadian History Since World War I|Grade 10|Academic (Grade 9 & 10 level)|102799
CHC2P|Canadian History Since World War I|Grade 10|Applied (Grade 9 & 10 level)|51203
CHF4U|Ontario français|Grade 12|University Preparation (Grade 11 & 12 level)|<10
CHH3C|Canadian History and Politics Since 1945|Grade 11|College Preparation (Grade 11 & 12 level)|194
CHH3E|Canadian History and Politics Since 1945|Grade 11|Workplace Preparation (Grade 11 & 12 level)|67
CHI4U|Canada: History, Identity and Culture|Grade 12|University Preparation (Grade 11 & 12 level)|3450
CHM4E|Adventures in World History|Grade 12|Workplace Preparation (Grade 11 & 12 level)|1758
CHT3O|World History Since 1900 : Global and Regional Perspectives|Grade 11|Open (Grade 9 - 12 level)|3459
CHV2O|Civics (0.5 credit)|Grade 10|Open (Grade 9 - 12 level)|155447
CHW3M|World History to the Sixteenth Century|Grade 11|University/College Preparation (Grade 11 & 12 level)|22711
CHY4C|World History: The West and the World|Grade 12|College Preparation (Grade 11 & 12 level)|2245
CHY4U|World History: The West and the World|Grade 12|University Preparation (Grade 11 & 12 level)|19694
CIA4U|Analysing Current Economic Issues|Grade 12|University Preparation (Grade 11 & 12 level)|11122
CIC3E|Making Economic Choices|Grade 11|Workplace Preparation (Grade 11 & 12 level)|74
CIE3M|The Individual and the Economy|Grade 11|University/College Preparation (Grade 11 & 12 level)|3195
CLC4T|Technique de defense|Grade 12|College Delivered (Dual Credits)|23
CLE4T|Crime|Grade 12|College Delivered (Dual Credits)|38
CLK4T|Law Enforcement Communications|Grade 12|College Delivered (Dual Credits)|18
CLN4U|Canadian and International Law|Grade 12|University Preparation (Grade 11 & 12 level)|24051
CLU3E|Understanding Canadian Law|Grade 11|Workplace Preparation (Grade 11 & 12 level)|2652
CLU3M|Understanding Canadian Law|Grade 11|University/College Preparation (Grade 11 & 12 level)|34278
CPA4T|Active Citizenship|Grade 12|College Delivered (Dual Credits)|213
CPB4T|Canadian Government|Grade 12|College Delivered (Dual Credits)|<10
CPC3O|Canadian Politics and Citizenship|Grade 11|Open (Grade 9 - 12 level)|139
CPF4T|Contemporary Canada|Grade 12|College Delivered (Dual Credits)|<10
CPW4U|Canadian and World Politics|Grade 12|University Preparation (Grade 11 & 12 level)|5754
EAB3O|Communications for the World of Business and Technology|Grade 11|Open (Grade 9 - 12 level)|18
EAC4C|The Writer's Craft|Grade 12|College Preparation (Grade 11 & 12 level)|<10
EAC4U|The Writer's Craft|Grade 12|University Preparation (Grade 11 & 12 level)|428
EAE1D|English|Grade 9|Academic (Grade 9 & 10 level)|4178
EAE1P|English|Grade 9|Applied (Grade 9 & 10 level)|1386
EAE2D|English|Grade 10|Academic (Grade 9 & 10 level)|3979
EAE2P|English|Grade 10|Applied (Grade 9 & 10 level)|1562
EAE3C|English|Grade 11|College Preparation (Grade 11 & 12 level)|1780
EAE3E|English|Grade 11|Workplace Preparation (Grade 11 & 12 level)|111
EAE3R|English, Grade 11 Transfer Course, Workplace Preparation to College Preparation|Grade 11|College Preparation (Transfer) (2nd course)|<10
EAE3U|English|Grade 11|University Preparation (Grade 11 & 12 level)|3632
EAE4C|English|Grade 12|College Preparation (Grade 11 & 12 level)|1661
EAE4E|English|Grade 12|Workplace Preparation (Grade 11 & 12 level)|60
EAE4U|English|Grade 12|University Preparation (Grade 11 & 12 level)|2885
EAL4U|English Literature|Grade 12|University Preparation (Grade 11 & 12 level)|111
EANAO|Anglais pour débutants 1 (APD1)|Level 1|Open (Grade 9 - 12 level)|300
EANBO|Anglais pour débutants 2 (APD2)|Level 2|Open (Grade 9 - 12 level)|309
EANCO|Anglais pour débutants 3 (APD3)|Level 3|Open (Grade 9 - 12 level)|94
EANDO|Anglais pour débutants 4 (APD4)|Level 4|Open (Grade 9 - 12 level)|88
EAT3M|Canadian Literature|Grade 11|University/College Preparation (Grade 11 & 12 level)|13
EBA4T|Communications I|Grade 12|College Delivered (Dual Credits)|<10
EBC4T|Communications|Grade 12|College Delivered (Dual Credits)|88
EBF4T|Communications II|Grade 12|College Delivered (Dual Credits)|<10
EBH4T|Introductory College Communications|Grade 12|College Delivered (Dual Credits)|10
EBT4O|Communications in the World of Busienss and Technology|Grade 12|Open (Grade 9 - 12 level)|772
ELDAO|Beginning Literacy|Level 1|Open (Grade 9 - 12 level)|668
ELDBO|Basic Literacy Skills|Level 2|Open (Grade 9 - 12 level)|574
ELDCO|Literacy in Daily Life|Level 3|Open (Grade 9 - 12 level)|575
ELDDO|Literacy in Social and Work|Level 4|Open (Grade 9 - 12 level)|442
ELDEO|English Literacy Dev|Level 5|Open (Grade 9 - 12 level)|220
ELS2O|Literacy Skills, Gr 10, Open|Grade 10|Open (Grade 9 - 12 level)|2615
ELS3O|Literacy Schools:Reading and Writing|Grade 11|Open (Grade 9 - 12 level)|306
EMS3O|Media Studies|Grade 11|Open (Grade 9 - 12 level)|12805
ENG1D|English|Grade 9|Academic (Grade 9 & 10 level)|105245
ENG1P|English|Grade 9|Applied (Grade 9 & 10 level)|37622
ENG2D|English|Grade 10|Academic (Grade 9 & 10 level)|111169
ENG2H|English Transfer, Grade 10, Applied to Academic|Grade 10|Academic (Transfer)|<10
ENG2P|English|Grade 10|Applied (Grade 9 & 10 level)|45929
ENG3C|English|Grade 11|College Preparation (Grade 11 & 12 level)|61149
ENG3E|English|Grade 11|Workplace Preparation (Grade 11 & 12 level)|9705
ENG3K|English Transfer, Grade 11, College Preparation to University Preparation|Grade 11|University Preparation (Transfer)|<10
ENG3R|English Transfer, Grade 11, Workplace Preparation to College Preparation|Grade 11|College Preparation (Transfer) (2nd course)|11
ENG3U|English|Grade 11|University Preparation (Grade 11 & 12 level)|105345
ENG4C|English|Grade 12|College Preparation (Grade 11 & 12 level)|66509
ENG4E|English|Grade 12|Workplace Preparation (Grade 11 & 12 level)|5878
ENG4U|English|Grade 12|University Preparation (Grade 11 & 12 level)|93898
EPS3O|Presentation and Speaking Skills|Grade 11|Open (Grade 9 - 12 level)|1635
ESLAO|Beginner Communication in English|Level 1|Open (Grade 9 - 12 level)|2843
ESLBO|English in Daily Life|Level 2|Open (Grade 9 - 12 level)|4449
ESLCO|English for School and Work|Level 3|Open (Grade 9 - 12 level)|6747
ESLDO|Study Skills in English|Level 4|Open (Grade 9 - 12 level)|7512
ESLEO|Bridge to English|Level 5|Open (Grade 9 - 12 level)|5559
ETB4T|Introduction to Journalism|Grade 12|College Delivered (Dual Credits)|<10
ETC3M|Canadian Literature|Grade 11|University/College Preparation (Grade 11 & 12 level)|178
ETH4T|Social Media and the Citizen Journalist|Grade 12|College Delivered (Dual Credits)|<10
ETS4C|Studies in Literature|Grade 12|College Preparation (Grade 11 & 12 level)|277
ETS4U|Studies in Literature|Grade 12|University Preparation (Grade 11 & 12 level)|5029
ETT4T|Technical Writing|Grade 12|College Delivered (Dual Credits)|<10
EWC4C|The Writer's Craft|Grade 12|College Preparation (Grade 11 & 12 level)|1459
EWC4U|The Writer's Craft|Grade 12|University Preparation (Grade 11 & 12 level)|17686
EWD4T|Persuasive Writing|Grade 12|College Delivered (Dual Credits)|<10
EWG4T|Introduction to Freelance Writing|Grade 12|College Delivered (Dual Credits)|26
FAE4O|Atelier d'écriture|Grade 12|Open (Grade 9 - 12 level)|12
FAF4O|Français des affaires et de la technologie|Grade 12|Open (Grade 9 - 12 level)|14
FCC3O|Compétence fonctionnelle en communication orale, en lecture et en écriture|Grade 11|Open (Grade 9 - 12 level)|24
FEF1D|Extended French|Grade 9|Academic (Grade 9 & 10 level)|3481
FEF2D|Extended French|Grade 10|Academic (Grade 9 & 10 level)|2739
FEF3U|Extended French|Grade 11|University Preparation (Grade 11 & 12 level)|2384
FEF4U|Extended French|Grade 12|University Preparation (Grade 11 & 12 level)|1875
FFAAO|Actualisation linguestique en français (ALF1)|Level 1|Open (Grade 9 - 12 level)|27
FFABO|Actualisation linguestique en français (ALF2)|Level 2|Open (Grade 9 - 12 level)|27
FFACO|Actualisation linguestique en français (ALF3)|Level 3|Open (Grade 9 - 12 level)|18
FFM3O|Français des médias|Grade 11|Open (Grade 9 - 12 level)|75
FFPAO|Programme d'appui aux nouveaux arrivants 1|Level 1|Open (Grade 9 - 12 level)|33
FFPBO|Programme d'appui aux nouveaux arrivants 2|Level 2|Open (Grade 9 - 12 level)|56
FFPCO|Programme d'appui aux nouveaux arrivants 3|Level 3|Open (Grade 9 - 12 level)|28
FFPDO|Programme d'appui aux nouveaux arrivants 4|Level 4|Open (Grade 9 - 12 level)|10
FIF1D|French Immersion|Grade 9|Academic (Grade 9 & 10 level)|7731
FIF2D|French Immersion|Grade 10|Academic (Grade 9 & 10 level)|6868
FIF3U|French Immersion|Grade 11|University Preparation (Grade 11 & 12 level)|6172
FIF4U|French Immersion|Grade 12|University Preparation (Grade 11 & 12 level)|5186
FLC4M|Litérature du Canada Français|Grade 12|University/College Preparation (Grade 11 & 12 level)|12
FLO4U|Grandes oeuvres de la littérature|Grade 12|University Preparation (Grade 11 & 12 level)|97
FRA1D|Français|Grade 9|Academic (Grade 9 & 10 level)|4221
FRA1P|Français|Grade 9|Applied (Grade 9 & 10 level)|1474
FRA2D|Français|Grade 10|Academic (Grade 9 & 10 level)|4136
FRA2P|Français|Grade 10|Applied (Grade 9 & 10 level)|1708
FRA3C|Français|Grade 11|College Preparation (Grade 11 & 12 level)|2172
FRA3E|Français|Grade 11|Workplace Preparation (Grade 11 & 12 level)|496
FRA3U|Français|Grade 11|University Preparation (Grade 11 & 12 level)|3857
FRA4C|Français|Grade 12|College Preparation (Grade 11 & 12 level)|2064
FRA4E|Français|Grade 12|Workplace Preparation (Grade 11 & 12 level)|218
FRA4U|Français|Grade 12|University Preparation (Grade 11 & 12 level)|3237
FSF1D|Core French|Grade 9|Academic (Grade 9 & 10 level)|70267
FSF1P|Core French|Grade 9|Applied (Grade 9 & 10 level)|43630
FSF2D|Core French|Grade 10|Academic (Grade 9 & 10 level)|28160
FSF2P|Core French|Grade 10|Applied (Grade 9 & 10 level)|889
FSF3O|Core French|Grade 11|Open (Grade 9 - 12 level)|290
FSF3U|Core French|Grade 11|University Preparation (Grade 11 & 12 level)|15036
FSF4O|Core French|Grade 12|Open (Grade 9 - 12 level)|100
FSF4U|Core French|Grade 12|University Preparation (Grade 11 & 12 level)|10044
GCC4T|Career and College Success|Grade 12|College Delivered (Dual Credits)|77
GCI4T|Exploration en métiers|Grade 12|College Delivered (Dual Credits)|44
GLC2O|Career Studies|Grade 10|Open (Grade 9 - 12 level)|172940
GLD2O|Discovering the Workplace|Grade 10|Open (Grade 9 - 12 level)|7370
GLE1O|Learning Strategies 1: Skills for Success in Secondary School|Grade 9|Open (Grade 9 - 12 level)|15063
GLE2O|Learning Strategies 1: Skills for Success in Secondary School|Grade 10|Open (Grade 9 - 12 level)|8450
GLE3O|Advanced Learning Strategies: Skills for Success After Secondary Schools|Grade 11|Open (Grade 9 - 12 level)|6884
GLE4O|Advanced Learning Strategies: Skills for Success After Secondary Schools|Grade 12|Open (Grade 9 - 12 level)|3437
GLG4T|Effective Workplace Skills|Grade 12|College Delivered (Dual Credits)|<10
GLH4T|College Connection|Grade 12|College Delivered (Dual Credits)|29
GLN4O|Navigating the Workplace|Grade 12|Open (Grade 9 - 12 level)|13147
GLS1O|Learning Strategies 1: Skills for Success in Secondary School|Grade 9|Open (Grade 9 - 12 level)|14802
GLS4O|Advanced Learning Strategies: Skills for Success After Secondary Schools|Grade 12|Open (Grade 9 - 12 level)|5281
GPL4T|Developing Leadership|Grade 12|College Delivered (Dual Credits)|52
GPP3O|Leadership and Peer Support|Grade 11|Open (Grade 9 - 12 level)|20436
GWB4T|Personal and Academic Success Strategies|Grade 12|College Delivered (Dual Credits)|36
GWD4T|Personal Success|Grade 12|College Delivered (Dual Credits)|16
GWL3O|Designing Your Future|Grade 11|Open (Grade 9 - 12 level)|15806
HBA4T|Psychology|Grade 12|College Delivered (Dual Credits)|<10
HBB4T|Introduction to Psychology|Grade 12|College Delivered (Dual Credits)|226
HBC4T|Social Psychology|Grade 12|College Delivered (Dual Credits)|106
HBD4T|Developmental Psychology|Grade 12|College Delivered (Dual Credits)|24
HBG4T|Psychology - Police Foundations|Grade 12|College Delivered (Dual Credits)|<10
HBH4T|Psychology and Group Dynamics|Grade 12|College Delivered (Dual Credits)|37
HBI4T|Forensic Psychology|Grade 12|College Delivered (Dual Credits)|54
HBL4T|Psychology of Games|Grade 12|College Delivered (Dual Credits)|<10
HBQ4T|Crisis Intervention|Grade 12|College Delivered (Dual Credits)|<10
HBR4T|Developmental Psychology for the PSW|Grade 12|College Delivered (Dual Credits)|12
HBV4T|Métacognition|Grade 12|College Delivered (Dual Credits)|23
HCB4T|Criminal Justice System|Grade 12|College Delivered (Dual Credits)|<10
HCC4T|Criminology|Grade 12|College Delivered (Dual Credits)|112
HCE4T|Criminal Code: Civil and Federal Statutes|Grade 12|College Delivered (Dual Credits)|<10
HCF4T|Canadian Criminal Justice Systems|Grade 12|College Delivered (Dual Credits)|110
HDB4T|Interpersonal Skills and Group Dynamics|Grade 12|College Delivered (Dual Credits)|58
HDC4T|Interpersonal Communication Skills|Grade 12|College Delivered (Dual Credits)|27
HDD4T|Contemporary Social Problems|Grade 12|College Delivered (Dual Credits)|<10
HDG4Z|Introduction to Social Welfare|Grade 12|University Delivered (Dual Credits)|<10
HDH4T|Popular Culture|Grade 12|College Delivered (Dual Credits)|<10
HDI4T|Social Sciences|Grade 12|College Delivered (Dual Credits)|<10
HDJ4T|Social Deviance|Grade 12|College Delivered (Dual Credits)|39
HDK4T|Creative Expressions|Grade 12|College Delivered (Dual Credits)|<10
HDP4T|Popular Culture, Film and Society|Grade 12|College Delivered (Dual Credits)|74
HDQ4T|Popular Culture and Social Influence|Grade 12|College Delivered (Dual Credits)|31
HDS4T|Popular Culture II|Grade 12|College Delivered (Dual Credits)|<10
HDV4T|Introduction au travail social|Grade 12|College Delivered (Dual Credits)|<10
HDW4T|Leadership in Society|Grade 12|College Delivered (Dual Credits)|11
HDX4T|Substance Abuse|Grade 12|College Delivered (Dual Credits)|18
HDY4T|Interpersonal Communications|Grade 12|College Delivered (Dual Credits)|<10
HEC4T|Professional Ethics|Grade 12|College Delivered (Dual Credits)|<10
HEE4T|Is That Ethical?|Grade 12|College Delivered (Dual Credits)|<10
HEG4T|Contemporary Ethical Issues|Grade 12|College Delivered (Dual Credits)|63
HFA4M|Food and Nutrition Sciences|Grade 12|University/College Preparation (Grade 11 & 12 level)|16965
HFC4T|Nutrition|Grade 12|College Delivered (Dual Credits)|<10
HFE4T|Nutrition Connections ¿ Children and Youth|Grade 12|College Delivered (Dual Credits)|12
HFN1O|Food and Nutrition|Grade 9|Open (Grade 9 - 12 level)|7175
HFN2O|Food and Nutrition|Grade 10|Open (Grade 9 - 12 level)|28374
HHA4T|Human Relationships|Grade 12|College Delivered (Dual Credits)|<10
HHE4T|Understanding Families|Grade 12|College Delivered (Dual Credits)|44
HHG4M|Issues in Human Growth and Development|Grade 12|University/College Preparation (Grade 11 & 12 level)|8110
HHH4T|The Art of Counseling Children and Youth|Grade 12|College Delivered (Dual Credits)|21
HHI4T|Principles of Learning|Grade 12|College Delivered (Dual Credits)|<10
HHK4T|Human Services|Grade 12|College Delivered (Dual Credits)|10
HHS4M|Individuals and Families in a Diverse Society|Grade 12|University/College Preparation (Grade 11 & 12 level)|24753
HIA4T|Dealing with Difficult People|Grade 12|College Delivered (Dual Credits)|18
HIB4T|Personal Growth and Development|Grade 12|College Delivered (Dual Credits)|42
HIC4T|PSW Practice|Grade 12|College Delivered (Dual Credits)|30
HID4T|Interviewing/Counselling|Grade 12|College Delivered (Dual Credits)|18
HIE4T|Mediation and Conflict Resolution|Grade 12|College Delivered (Dual Credits)|<10
HIF1O|Individual, Family and Social Living|Grade 9|Open (Grade 9 - 12 level)|10683
HIF2O|Individual, Family and Social Living|Grade 10|Open (Grade 9 - 12 level)|3039
HIJ4T|PSW Practice B|Grade 12|College Delivered (Dual Credits)|11
HIP3E|Managing Personal Resources|Grade 11|Workplace Preparation (Grade 11 & 12 level)|5674
HIR3C|Managing Personal and Family Resources|Grade 11|College Preparation (Grade 11 & 12 level)|4622
HLS3O|Living Spaces and Shelter|Grade 11|Open (Grade 9 - 12 level)|2222
HNA4T|World of Fashion|Grade 12|College Delivered (Dual Credits)|<10
HNB4O|The Fashion Industry|Grade 12|Open (Grade 9 - 12 level)|2124
HNC3O|Fashion and Creative Expression|Grade 11|Open (Grade 9 - 12 level)|7779
HND4T|Introduction to Fashion|Grade 12|College Delivered (Dual Credits)|<10
HPA4T|Families and Parenting|Grade 12|College Delivered (Dual Credits)|<10
HPC3O|Parenting|Grade 11|Open (Grade 9 - 12 level)|25274
HPD4E|Parenting and Human Development|Grade 12|Workplace Preparation (Grade 11 & 12 level)|2422
HPE4T|Santé et sécurité de l'enfant|Grade 12|College Delivered (Dual Credits)|16
HPF4T|Apprentissage par le jeu|Grade 12|College Delivered (Dual Credits)|42
HPW3C|Living and Working with Children|Grade 11|College Preparation (Grade 11 & 12 level)|8730
HRE1O|Religious Education|Grade 9|Open (Grade 9 - 12 level)|48075
HRE2O|Religious Education|Grade 10|Open (Grade 9 - 12 level)|48857
HRE3M|Enseignement religieux|Grade 11|University/College Preparation (Grade 11 & 12 level)|6423
HRE3O|Religious Education|Grade 11|Open (Grade 9 - 12 level)|3212
HRE4M|Religious Education|Grade 12|University/College Preparation (Grade 11 & 12 level)|26363
HRE4O|Religious Education|Grade 12|Open (Grade 9 - 12 level)|14271
HRF3O|World Religions: Beliefs and Daily Life|Grade 11|Open (Grade 9 - 12 level)|17066
HRT3M|World Religions: Beliefs, Issues, and Religious Traditions|Grade 11|University/College Preparation (Grade 11 & 12 level)|31729
HSB4M|Challenge and Change in Society|Grade 12|University/College Preparation (Grade 11 & 12 level)|23722
HSC4T|Sociology of Family|Grade 12|College Delivered (Dual Credits)|<10
HSD4T|Sociology and Canadian Society|Grade 12|College Delivered (Dual Credits)|<10
HSF4T|Sociology in Canadian Society|Grade 12|College Delivered (Dual Credits)|<10
HSH4T|Introduction to Sociology|Grade 12|College Delivered (Dual Credits)|122
HSJ4T|Perspectives on World Issues|Grade 12|College Delivered (Dual Credits)|<10
HSM4T|Réalités et relations interculturelles|Grade 12|College Delivered (Dual Credits)|<10
HSN4T|Violence against Women|Grade 12|College Delivered (Dual Credits)|<10
HSP3M|Introduction to Anthropology, Psychology, and Sociology|Grade 11|University/College Preparation (Grade 11 & 12 level)|49733
HSS4T|Sociology|Grade 12|College Delivered (Dual Credits)|31
HZB3O|Philosophy: The Big Question|Grade 11|Open (Grade 9 - 12 level)|4383
HZT4U|Philosophy: Questions and Theories|Grade 12|University Preparation (Grade 11 & 12 level)|21075
IBG4T|Microsoft Office Excel 2007|Grade 12|College Delivered (Dual Credits)|<10
IBI4T|Microsoft Office Application|Grade 12|College Delivered (Dual Credits)|<10
IBJ4T|Architecture d'un système d'exploitation Linux|Grade 12|College Delivered (Dual Credits)|27
IBK4T|Computer Applications|Grade 12|College Delivered (Dual Credits)|128
IBL4T|Introduction to Programming|Grade 12|College Delivered (Dual Credits)|<10
IBM4T|Introduction au HTML|Grade 12|College Delivered (Dual Credits)|11
IBP4T|Graphics Theory and Application|Grade 12|College Delivered (Dual Credits)|33
IBQ4T|Programmation Internet|Grade 12|College Delivered (Dual Credits)|<10
IBS4T|Web Page Design|Grade 12|College Delivered (Dual Credits)|24
IBU4T|Introduction to Game Program/Design|Grade 12|College Delivered (Dual Credits)|<10
IBY4T|Unix/Linux and the Internet|Grade 12|College Delivered (Dual Credits)|<10
ICE3E|Computer Engineering|Grade 11|Workplace Preparation (Grade 11 & 12 level)|24
ICS2O|Introduction to Computer Studies|Grade 10|Open (Grade 9 - 12 level)|12265
ICS3C|Introduction to Computer Programming|Grade 11|College Preparation (Grade 11 & 12 level)|3118
ICS3M|Computer and Information Science|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ICS3U|Introduction to Computer Science|Grade 11|University Preparation (Grade 11 & 12 level)|12781
ICS4C|Computer Programming|Grade 12|College Preparation (Grade 11 & 12 level)|689
ICS4M|Computer and Information Science|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ICS4U|Computer Science|Grade 12|University Preparation (Grade 11 & 12 level)|5324
IDC3O|Interdisciplinary Studies|Grade 11|Open (Grade 9 - 12 level)|6987
IDC4O|Interdisciplinary Studies|Grade 12|Open (Grade 9 - 12 level)|3746
IDC4U|Interdisciplinary Studies|Grade 12|University Preparation (Grade 11 & 12 level)|16085
IDP3O|Interdisciplinary Studies|Grade 11|Open (Grade 9 - 12 level)|661
IDP4O|Interdisciplinary Studies|Grade 12|Open (Grade 9 - 12 level)|299
IDP4U|Interdisciplinary Studies|Grade 12|University Preparation (Grade 11 & 12 level)|1006
JAL4T|Film Studies|Grade 12|College Delivered (Dual Credits)|53
JBC4T|College Seminar|Grade 12|College Delivered (Dual Credits)|49
JBD4T|College Success|Grade 12|College Delivered (Dual Credits)|12
JCB4T|Stick Handling Through History|Grade 12|College Delivered (Dual Credits)|<10
JDC4T|Stress Management|Grade 12|College Delivered (Dual Credits)|<10
JDE4T|Enjeux et Survie|Grade 12|College Delivered (Dual Credits)|34
JEB4T|Making the Grade|Grade 12|College Delivered (Dual Credits)|126
JEC4T|Success Matters|Grade 12|College Delivered (Dual Credits)|25
JED4T|Critical Thinking|Grade 12|College Delivered (Dual Credits)|<10
JEE4T|Professional Effectiveness|Grade 12|College Delivered (Dual Credits)|<10
JEG4T|Skills for Success|Grade 12|College Delivered (Dual Credits)|39
JEH4T|Speaking with Confidence|Grade 12|College Delivered (Dual Credits)|49
JEJ4T|Independent Study|Grade 12|College Delivered (Dual Credits)|18
JEL4T|Roots to Success|Grade 12|College Delivered (Dual Credits)|48
JEM4T|Success Strategies for College|Grade 12|College Delivered (Dual Credits)|21
JFB4T|Introduction to libraries|Grade 12|College Delivered (Dual Credits)|<10
JFC4T|Social Entrepreneurship|Grade 12|College Delivered (Dual Credits)|<10
JFD4T|The Creative Journey|Grade 12|College Delivered (Dual Credits)|<10
JFE4T|Current Events|Grade 12|College Delivered (Dual Credits)|82
JFF4T|Issues in Diversity|Grade 12|College Delivered (Dual Credits)|72
JFG4T|Visual Gestural Communication|Grade 12|College Delivered (Dual Credits)|16
JGB4T|Culture technologique|Grade 12|College Delivered (Dual Credits)|228
JGC4T|Society, Technology and Social Issues|Grade 12|College Delivered (Dual Credits)|<10
JGE4T|Growing Up Digital|Grade 12|College Delivered (Dual Credits)|28
JGG4T|Introduction to Photojournalism|Grade 12|College Delivered (Dual Credits)|<10
JGH4T|Fundamentals -  Photojournalism|Grade 12|College Delivered (Dual Credits)|14
JGJ4T|Techno World: Emerging Issues|Grade 12|College Delivered (Dual Credits)|236
JMB4T|Introduction à la profession|Grade 12|College Delivered (Dual Credits)|11
KALAN|Creative Arts for Enjoyment and Expression|Level 1|Special Education Non-credit Course (all levels)|1788
KALBN|Creative Arts for Enjoyment and Expression|Level 2|Special Education Non-credit Course (all levels)|1233
KALCN|Creative Arts for Enjoyment and Expression|Level 3|Special Education Non-credit Course (all levels)|801
