Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
AMC1O|Composition musicale|9e année|Ouvert|245
AMC2O|Composition musicale|10e année|Ouvert|285
AMC3M|Composition musicale|11e année|Filière préuniversitaire/précollégiale|285
AMC3O|Composition musicale|11e année|Ouvert|95
AMC4M|Composition musicale|12e année|Filière préuniversitaire/précollégiale|275
AMD1O|Musique électronique|9e année|Ouvert|<10
AMD2O|Musique électronique|10e année|Ouvert|40
AMD3M|Musique électronique|11e année|Filière préuniversitaire/précollégiale|35
AMD3O|Musique électronique|11e année|Ouvert|<10
AMD4M|Musique électronique|12e année|Filière préuniversitaire/précollégiale|35
AME1O|Petits ensembles|9e année|Ouvert|165
AME2O|Petits ensembles|10e année|Ouvert|200
AME3M|Petits ensembles|11e année|Filière préuniversitaire/précollégiale|230
AME3O|Petits ensembles|11e année|Ouvert|30
AME4M|Petits ensembles|12e année|Filière préuniversitaire/précollégiale|235
AMG1O|Guitare|9e année|Ouvert|1705
AMG2O|Guitare|10e année|Ouvert|5325
AMG3M|Guitare|11e année|Filière préuniversitaire/précollégiale|1385
AMG3O|Guitare|11e année|Ouvert|1625
AMG4M|Guitare|12e année|Filière préuniversitaire/précollégiale|1015
AMH1O|Orchestre de scène|9e année|Ouvert|100
AMH2O|Orchestre de scène|10e année|Ouvert|230
AMH3M|Orchestre de scène|11e année|Filière préuniversitaire/précollégiale|320
AMH3O|Orchestre de scène|11e année|Ouvert|15
AMH4M|Orchestre de scène|12e année|Filière préuniversitaire/précollégiale|480
AMI1O|Musique instrumentale - harmonie|9e année|Ouvert|13375
AMI2O|Musique instrumentale - harmonie|10e année|Ouvert|6440
AMI3M|Musique instrumentale - harmonie|11e année|Filière préuniversitaire/précollégiale|3770
AMI3O|Musique instrumentale - harmonie|11e année|Ouvert|195
AMI4M|Musique instrumentale - harmonie|12e année|Filière préuniversitaire/précollégiale|2645
AMJ1O|Jazz vocal|9e année|Ouvert|10
AMJ2O|Jazz vocal|10e année|Ouvert|80
AMJ3M|Jazz vocal|11e année|Filière préuniversitaire/précollégiale|60
AMJ3O|Jazz vocal|11e année|Ouvert|25
AMJ4M|Jazz vocal|12e année|Filière préuniversitaire/précollégiale|135
AMK1O|Clavier|9e année|Ouvert|670
AMK2O|Clavier|10e année|Ouvert|1515
AMK3M|Clavier|11e année|Filière préuniversitaire/précollégiale|485
AMK3O|Clavier|11e année|Ouvert|195
AMK4M|Clavier|12e année|Filière préuniversitaire/précollégiale|290
AMM1O|La musique et l'ordinateur|9e année|Ouvert|190
AMM2O|La musique et l'ordinateur|10e année|Ouvert|560
AMM3M|La musique et l'ordinateur|11e année|Filière préuniversitaire/précollégiale|305
AMM3O|La musique et l'ordinateur|11e année|Ouvert|190
AMM4M|La musique et l'ordinateur|12e année|Filière préuniversitaire/précollégiale|225
AMO1O|Musique instrumentale - orchestre|9e année|Ouvert|165
AMO2O|Musique instrumentale - orchestre|10e année|Ouvert|175
AMO3M|Musique instrumentale - orchestre|11e année|Filière préuniversitaire/précollégiale|175
AMO3O|Musique instrumentale - orchestre|11e année|Ouvert|15
AMO4M|Musique instrumentale - orchestre|12e année|Filière préuniversitaire/précollégiale|140
AMP1O|Musique instrumentale - percussion|9e année|Ouvert|230
AMP2O|Musique instrumentale - percussion|10e année|Ouvert|90
AMP3M|Musique instrumentale - percussion|11e année|Filière préuniversitaire/précollégiale|45
AMP3O|Musique instrumentale - percussion|11e année|Ouvert|<10
AMP4M|Musique instrumentale - percussion|12e année|Filière préuniversitaire/précollégiale|20
AMQ1O|Tambours d'acier|9e année|Ouvert|235
AMQ2O|Tambours d'acier|10e année|Ouvert|185
AMQ3M|Tambours d'acier|11e année|Filière préuniversitaire/précollégiale|60
AMQ4M|Tambours d'acier|12e année|Filière préuniversitaire/précollégiale|35
AMR1O|Répertoire|9e année|Ouvert|3370
AMR2O|Répertoire|10e année|Ouvert|3835
AMR3M|Répertoire|11e année|Filière préuniversitaire/précollégiale|2880
AMR3O|Répertoire|11e année|Ouvert|335
AMR4M|Répertoire|12e année|Filière préuniversitaire/précollégiale|2205
AMS1O|Musique instrumentale - cordes|9e année|Ouvert|1975
AMS2O|Musique instrumentale - cordes|10e année|Ouvert|1095
AMS3M|Musique instrumentale - cordes|11e année|Filière préuniversitaire/précollégiale|710
AMS3O|Musique instrumentale - cordes|11e année|Ouvert|30
AMS4M|Musique instrumentale - cordes|12e année|Filière préuniversitaire/précollégiale|500
AMT1O|Théâtre musical|9e année|Ouvert|125
AMT2O|Théâtre musical|10e année|Ouvert|295
AMT3M|Théâtre musical|11e année|Filière préuniversitaire/précollégiale|530
AMT3O|Théâtre musical|11e année|Ouvert|110
AMT4M|Théâtre musical|12e année|Filière préuniversitaire/précollégiale|520
AMU1O|Musique|9e année|Ouvert|14160
AMU2O|Musique|10e année|Ouvert|6700
AMU3M|Musique|11e année|Filière préuniversitaire/précollégiale|3670
AMU3O|Musique|11e année|Ouvert|475
AMU4E|Musique|12e année|Filière préemploi|95
AMU4M|Musique|12e année|Filière préuniversitaire/précollégiale|2615
AMV1O|Musique vocale ou chorale|9e année|Ouvert|3480
AMV2O|Musique vocale ou chorale|10e année|Ouvert|3535
AMV3M|Musique vocale ou chorale|11e année|Filière préuniversitaire/précollégiale|2280
AMV3O|Musique vocale ou chorale|11e année|Ouvert|350
AMV4M|Musique vocale ou chorale|12e année|Filière préuniversitaire/précollégiale|1960
AMW1O|Musique - bois|9e année|Ouvert|105
AMW2O|Musique - bois|10e année|Ouvert|40
AMW3M|Musique - bois|11e année|Filière préuniversitaire/précollégiale|45
AMW4M|Musique - bois|12e année|Filière préuniversitaire/précollégiale|35
AMX3M|Musique - externe (conservatoire)|11e année|Filière préuniversitaire/précollégiale|180
AMX4M|Musique - externe (conservatoire)|12e année|Filière préuniversitaire/précollégiale|320
ASA4T|Media and the Arts|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ASM2O|Arts médiatiques|10e année|Ouvert|8795
ASM3M|Arts médiatiques|11e année|Filière préuniversitaire/précollégiale|3400
ASM3O|Arts médiatiques|11e année|Ouvert|2455
ASM4E|Arts médiatiques|12e année|Filière préemploi|115
ASM4M|Arts médiatiques|12e année|Filière préuniversitaire/précollégiale|2350
ATB1O|Danse - ballet|9e année|Ouvert|235
ATB2O|Danse - ballet|10e année|Ouvert|285
ATB3M|Danse - ballet|11e année|Filière préuniversitaire/précollégiale|285
ATB4M|Danse - ballet|12e année|Filière préuniversitaire/précollégiale|145
ATC1O|Danse|9e année|Ouvert|3855
ATC2O|Danse|10e année|Ouvert|4295
ATC3M|Danse|11e année|Filière préuniversitaire/précollégiale|2215
ATC3O|Danse|11e année|Ouvert|525
ATC4E|Danse|12e année|Filière préemploi|25
ATC4M|Danse|12e année|Filière préuniversitaire/précollégiale|1620
ATD2O|Composition chorégraphique|10e année|Ouvert|<10
ATD3M|Composition chorégraphique|11e année|Filière préuniversitaire/précollégiale|70
ATD4M|Composition chorégraphique|12e année|Filière préuniversitaire/précollégiale|190
ATJ1O|Danse - jazz|9e année|Ouvert|<10
ATJ2O|Danse - jazz|10e année|Ouvert|80
ATJ3M|Danse - jazz|11e année|Filière préuniversitaire/précollégiale|20
ATJ3O|Danse - jazz|11e année|Ouvert|15
ATJ4M|Danse - jazz|12e année|Filière préuniversitaire/précollégiale|<10
ATL3M|Danse du Centre et du Sud de l'Amérique|11e année|Filière préuniversitaire/précollégiale|25
ATM1O|Danse moderne|9e année|Ouvert|220
ATM2O|Danse moderne|10e année|Ouvert|265
ATM3M|Danse moderne|11e année|Filière préuniversitaire/précollégiale|235
ATM3O|Danse moderne|11e année|Ouvert|<10
ATM4M|Danse moderne|12e année|Filière préuniversitaire/précollégiale|210
ATO2O|Danse de l'Asie/du Cercle du Pacifique|10e année|Ouvert|<10
ATO3M|Danse de l'Asie/du Cercle du Pacifique|11e année|Filière préuniversitaire/précollégiale|<10
ATO3O|Danse de l'Asie/du Cercle du Pacifique|11e année|Ouvert|25
ATO4M|Danse de l'Asie/du Cercle du Pacifique|12e année|Filière préuniversitaire/précollégiale|<10
ATP1O|Danse - répétition de spectacle|9e année|Ouvert|205
ATP2O|Danse - répétition de spectacle|10e année|Ouvert|205
ATP3M|Danse - répétition de spectacle|11e année|Filière préuniversitaire/précollégiale|275
ATP3O|Danse - répétition de spectacle|11e année|Ouvert|20
ATP4M|Danse - répétition de spectacle|12e année|Filière préuniversitaire/précollégiale|320
ATQ4T|Jazz|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATR1O|Danse urbaine et hip-hop|9e année|Ouvert|<10
ATR2O|Danse urbaine et hip-hop|10e année|Ouvert|<10
ATR3M|Danse urbaine et hip-hop|11e année|Filière préuniversitaire/précollégiale|30
ATS3O|Danse de divertissement : danses populaires|11e année|Ouvert|<10
ATS4M|Danse de divertissement : danses populaires|12e année|Filière préuniversitaire/précollégiale|<10
ATU1O|Danse de comédie musicale|9e année|Ouvert|<10
ATU2O|Danse de comédie musicale|10e année|Ouvert|<10
ATU3M|Danse de comédie musicale|11e année|Filière préuniversitaire/précollégiale|45
ATU3O|Danse de comédie musicale|11e année|Ouvert|15
ATU4M|Danse de comédie musicale|12e année|Filière préuniversitaire/précollégiale|70
ATX4M|Danses des cultures francophones|12e année|Filière préuniversitaire/précollégiale|<10
ATZ1O|Danses du monde : danses ethnoculturelles|9e année|Ouvert|<10
ATZ2O|Danses du monde : danses ethnoculturelles|10e année|Ouvert|<10
AVA4T|Ideas and Imagery|12e année|Cours collégial, enseigné par le collège (DRC)|20
AVD4T|Fashion Desgin|12e année|Cours collégial, enseigné par le collège (DRC)|20
AVI1O|Arts visuels|9e année|Ouvert|47645
AVI2O|Arts visuels|10e année|Ouvert|31160
AVI3M|Arts visuels|11e année|Filière préuniversitaire/précollégiale|17405
AVI3O|Arts visuels|11e année|Ouvert|4860
AVI4E|Arts visuels|12e année|Filière préemploi|715
AVI4M|Arts visuels|12e année|Filière préuniversitaire/précollégiale|11350
AVP4T|Painting|12e année|Cours collégial, enseigné par le collège (DRC)|20
AWA1O|Métiers d'arts|9e année|Ouvert|350
AWA2O|Métiers d'arts|10e année|Ouvert|2160
AWA3M|Métiers d'arts|11e année|Filière préuniversitaire/précollégiale|115
AWA3O|Métiers d'arts|11e année|Ouvert|1630
AWA4M|Métiers d'arts|12e année|Filière préuniversitaire/précollégiale|260
AWC2O|Arts visuels - céramique et poterie|10e année|Ouvert|485
AWC3M|Arts visuels - céramique et poterie|11e année|Filière préuniversitaire/précollégiale|405
AWC3O|Arts visuels - céramique et poterie|11e année|Ouvert|480
AWC4M|Arts visuels - céramique et poterie|12e année|Filière préuniversitaire/précollégiale|370
AWD1O|Arts visuels - design appliqué|9e année|Ouvert|250
AWD2O|Arts visuels - design appliqué|10e année|Ouvert|840
AWD3M|Arts visuels - design appliqué|11e année|Filière préuniversitaire/précollégiale|1045
AWD3O|Arts visuels - design appliqué|11e année|Ouvert|190
AWD4M|Arts visuels - design appliqué|12e année|Filière préuniversitaire/précollégiale|1445
AWE2O|Arts visuels - graphisme de communication|10e année|Ouvert|110
AWE3M|Arts visuels - graphisme de communication|11e année|Filière préuniversitaire/précollégiale|365
AWE3O|Arts visuels - graphisme de communication|11e année|Ouvert|115
AWE4M|Arts visuels - graphisme de communication|12e année|Filière préuniversitaire/précollégiale|610
AWF1O|Arts visuels - design industriel|9e année|Ouvert|<10
AWF2O|Arts visuels - design industriel|10e année|Ouvert|70
AWF3M|Arts visuels - design industriel|11e année|Filière préuniversitaire/précollégiale|30
AWF3O|Arts visuels - design industriel|11e année|Ouvert|50
AWF4M|Arts visuels - design industriel|12e année|Filière préuniversitaire/précollégiale|60
AWG4M|Arts visuels - design d'environnement|12e année|Filière préuniversitaire/précollégiale|<10
AWH3M|Arts visuels - design d'intérieur|11e année|Filière préuniversitaire/précollégiale|105
AWH3O|Arts visuels - design d'intérieur|11e année|Ouvert|135
AWH4M|Arts visuels - design d'intérieur|12e année|Filière préuniversitaire/précollégiale|115
AWI1O|Arts visuels - mode et textile|9e année|Ouvert|20
AWI2O|Arts visuels - mode et textile|10e année|Ouvert|220
AWI3M|Arts visuels - mode et textile|11e année|Filière préuniversitaire/précollégiale|155
AWI3O|Arts visuels - mode et textile|11e année|Ouvert|140
AWI4M|Arts visuels - mode et textile|12e année|Filière préuniversitaire/précollégiale|180
AWJ2O|Arts visuels - décor de spectacle|10e année|Ouvert|25
AWJ3M|Arts visuels - décor de spectacle|11e année|Filière préuniversitaire/précollégiale|40
AWJ3O|Arts visuels - décor de spectacle|11e année|Ouvert|35
AWJ4M|Décor de spectacle : danse, musique, théâtre et autre|12e année|Filière préuniversitaire/précollégiale|30
AWK1O|Arts visuels - illustration|9e année|Ouvert|45
AWK2O|Arts visuels - illustration|10e année|Ouvert|45
AWK3M|Arts visuels - illustration|11e année|Filière préuniversitaire/précollégiale|195
AWK3O|Arts visuels - illustration|11e année|Ouvert|135
AWK4M|Arts visuels - illustration|12e année|Filière préuniversitaire/précollégiale|275
AWL1O|Arts visuels - dessin|9e année|Ouvert|65
AWL2O|Arts visuels - dessin|10e année|Ouvert|100
AWL3M|Arts visuels - dessin|11e année|Filière préuniversitaire/précollégiale|335
AWL3O|Arts visuels - dessin|11e année|Ouvert|150
AWL4M|Arts visuels - dessin|12e année|Filière préuniversitaire/précollégiale|265
AWM1O|Arts visuels - dessin et peinture|9e année|Ouvert|380
AWM2O|Arts visuels - dessin et peinture|10e année|Ouvert|375
AWM3M|Arts visuels - dessin et peinture|11e année|Filière préuniversitaire/précollégiale|860
AWM3O|Arts visuels - dessin et peinture|11e année|Ouvert|125
AWM4M|Arts visuels - dessin et peinture|12e année|Filière préuniversitaire/précollégiale|1075
AWN1O|Arts visuels - peinture|9e année|Ouvert|<10
AWN2O|Arts visuels - peinture|10e année|Ouvert|15
AWN3M|Arts visuels - peinture|11e année|Filière préuniversitaire/précollégiale|90
AWN3O|Arts visuels - peinture|11e année|Ouvert|105
AWN4M|Arts visuels - peinture|12e année|Filière préuniversitaire/précollégiale|405
AWO2O|Arts visuels - techniques d'impression|10e année|Ouvert|115
AWO3M|Arts visuels - techniques d'impression|11e année|Filière préuniversitaire/précollégiale|155
AWO3O|Arts visuels - techniques d'impression|11e année|Ouvert|70
AWO4M|Arts visuels - techniques d'impression|12e année|Filière préuniversitaire/précollégiale|125
AWP2O|Arts visuels - sculpture|10e année|Ouvert|105
AWP3M|Arts visuels - sculpture|11e année|Filière préuniversitaire/précollégiale|230
AWP3O|Arts visuels - sculpture|11e année|Ouvert|245
AWP4M|Arts visuels - sculpture|12e année|Filière préuniversitaire/précollégiale|215
AWQ1O|Arts visuels - photographie|9e année|Ouvert|45
AWQ2O|Arts visuels - photographie|10e année|Ouvert|4415
AWQ3M|Arts visuels - photographie|11e année|Filière préuniversitaire/précollégiale|7960
AWQ3O|Arts visuels - photographie|11e année|Ouvert|4775
AWQ4M|Arts visuels - photographie|12e année|Filière préuniversitaire/précollégiale|3860
AWR1O|Arts visuels - cinéma/vidéo|9e année|Ouvert|65
AWR2O|Arts visuels - cinéma/vidéo|10e année|Ouvert|85
AWR3M|Arts visuels - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|850
AWR3O|Arts visuels - cinéma/vidéo|11e année|Ouvert|335
AWR4M|Arts visuels - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|965
AWS1O|Arts visuels - outils numériques|9e année|Ouvert|790
AWS2O|Arts visuels - outils numériques|10e année|Ouvert|1430
AWS3M|Arts visuels - outils numériques|11e année|Filière préuniversitaire/précollégiale|1025
AWS3O|Arts visuels - outils numériques|11e année|Ouvert|270
AWS4M|Arts visuels - outils numériques|12e année|Filière préuniversitaire/précollégiale|770
AWT1O|Arts visuels - art expérimental|9e année|Ouvert|355
AWT2O|Arts visuels - art expérimental|10e année|Ouvert|505
AWT3M|Arts visuels - art expérimental|11e année|Filière préuniversitaire/précollégiale|420
AWT3O|Arts visuels - art expérimental|11e année|Ouvert|210
AWT4M|Arts visuels - art expérimental|12e année|Filière préuniversitaire/précollégiale|760
AWU1O|Arts visuels - histoire de l'art et cultures mondiales|9e année|Ouvert|10
AWU2O|Arts visuels - histoire de l'art et cultures mondiales|10e année|Ouvert|140
AWU3M|Arts visuels - histoire de l'art et cultures mondiales|11e année|Filière préuniversitaire/précollégiale|10
AWU3O|Arts visuels - histoire de l'art et cultures mondiales|11e année|Ouvert|130
AWU4M|Arts visuels - histoire de l'art et cultures mondiales|12e année|Filière préuniversitaire/précollégiale|300
AWY4T|Print Making|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAA4T|Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAD4T|Administrative Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAF3M|Introduction à la comptabilité financière|11e année|Filière préuniversitaire/précollégiale|25320
BAI3E|Introduction à la comptabilité|11e année|Filière préemploi|260
BAT4M|Principes de comptabilité financière|12e année|Filière préuniversitaire/précollégiale|8625
BBA4T|Introduction to Business|12e année|Cours collégial, enseigné par le collège (DRC)|10
BBB4E|Introduction au commerce international|12e année|Filière préemploi|10
BBB4M|Principes de commerce international|12e année|Filière préuniversitaire/précollégiale|17065
BBF4T|Business, Its Nature and Environment|12e année|Cours collégial, enseigné par le collège (DRC)|45
BBG4T|Principes de gestion|12e année|Cours collégial, enseigné par le collège (DRC)|20
BBI1O|Initiation aux affaires|9e année|Ouvert|4495
BBI2O|Initiation aux affaires|10e année|Ouvert|29870
BBJ4T|Introduction to Business Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBR4T|Gestion|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCA4T|Business Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCF4T|Customer Service|12e année|Cours collégial, enseigné par le collège (DRC)|40
BDA4T|Entrepreneurship|12e année|Cours collégial, enseigné par le collège (DRC)|25
BDE4T|Entrepreneurial Exploration|12e année|Cours collégial, enseigné par le collège (DRC)|15
BDI3C|Introduction à l'entrepreneuriat|11e année|Filière précollégiale|8860
BDP3O|Esprit entrepreneurial|11e année|Ouvert|1255
BDV4C|Entrepreneuriat : planification d'une entreprise|12e année|Filière précollégiale|1780
BMA4T|Introduction to Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|70
BMB4T|Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMC4T|Visual Merchandising|12e année|Cours collégial, enseigné par le collège (DRC)|35
BMD4T|The Business of Advertising|12e année|Cours collégial, enseigné par le collège (DRC)|15
BME4T|Principes de marketing|12e année|Cours collégial, enseigné par le collège (DRC)|35
BMI3C|Principes de marketing|11e année|Filière précollégiale|15910
BMM4T|Foundations of Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|20
BMO4T|Automotive After Market|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMX3E|Marketing de la vente au détail et des services|11e année|Filière préemploi|1210
BOA4T|Human Relations|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOE4T|Gestion de projets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOG4E|Gestion d'une entreprise|12e année|Filière préemploi|475
BOH4M|Principes de gestion|12e année|Filière préuniversitaire/précollégiale|18250
BON4T|Conflict Management|12e année|Cours collégial, enseigné par le collège (DRC)|30
BOO4T|Principles of Human Resource Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTA3O|Technologies de l'information et de la communication : environnement informatisé|11e année|Ouvert|3555
BTB4T|Business Computer Application|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTT1O|Introduction aux technologies de l'information et de la communication|9e année|Ouvert|35740
BTT2O|Introduction aux technologies de l'information et de la communication|10e année|Ouvert|3635
BTX4C|Technologies de l'information et de la communication : solutions multimédias|12e année|Filière précollégiale|160
BTX4E|Technologies de l'information et de la communication en milieu de travail|12e année|Filière préemploi|150
CCL3O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|11e année|Ouvert|<10
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|12e année|Ouvert|620
CGC1D|Enjeux géographiques du Canada|9e année|Cours théorique|109870
CGC1P|Enjeux géographiques du Canada|9e année|Cours appliqué|39690
CGD3M|Géographie régionale|11e année|Filière préuniversitaire/précollégiale|440
CGF3M|Nature en action : un monde physique|11e année|Filière préuniversitaire/précollégiale|3775
CGG3O|Voyages et tourisme : une perspective géographique|11e année|Ouvert|10880
CGO4M|Les technologies spatiales en action|12e année|Filière préuniversitaire/précollégiale|220
CGR4E|Gestion durable des ressources et de l'environnement|12e année|Filière préemploi|405
CGR4M|Environnement et gestion des ressources|12e année|Filière préuniversitaire/précollégiale|3325
CGT3O|Introduction aux technologies spatiales|11e année|Ouvert|90
CGU4M|Le Canada et le monde : l'environnement urbain|12e année|Filière préuniversitaire/précollégiale|330
CGW4C|Problèmes mondiaux : une analyse géographique|12e année|Filière précollégiale|630
CGW4U|Problèmes mondiaux : une analyse géographique|12e année|Filière préuniversitaire|11085
CHA3U|Historie des États-Unis|11e année|Filière préuniversitaire|4560
CHC2D|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours théorique|99865
CHC2P|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours appliqué|39520
CHE3O|Origines et citoyenneté : histoire d'une communauté éthique au Canada|11e année|Ouvert|290
CHF4U|L'Ontario français|12e année|Filière préuniversitaire|<10
CHI4U|Histoire canadienne : identité et culture|12e année|Filière préuniversitaire|1265
CHM4E|Aventures en histoire mondiale|12e année|Filière préemploi|1375
CHT3O|Histoire mondiale depuis 1900 : grands courants et événements|11e année|Ouvert|1375
CHV2O|Civisme et citoyenneté|10e année|Ouvert|130180
CHW3M|Histoire mondiale jusqu'à la fin du XVe siècle|11e année|Filière préuniversitaire/précollégiale|11275
CHY4C|Histoire mondiale depuis le XVe siècle|12e année|Filière précollégiale|1370
CHY4U|Histoire mondiale depuis le XVe siècle|12e année|Filière préuniversitaire|12245
CIA4U|Analyse des grands enjeux économiques contemporains|12e année|Filière préuniversitaire|8430
CIC4E|Choix économiques : finances personnels|12e année|Filière préemploi|380
CIE3M|L'individu et l'économie|11e année|Filière préuniversitaire/précollégiale|3315
CIF4T|Economic Issues|12e année|Cours collégial, enseigné par le collège (DRC)|20
CLA4T|Canadian Law|12e année|Cours collégial, enseigné par le collège (DRC)|50
CLC4T|Techniques de défense|12e année|Cours collégial, enseigné par le collège (DRC)|60
CLE4T|Crime|12e année|Cours collégial, enseigné par le collège (DRC)|60
CLG4T|Law and Ethics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
CLH4T|Security Fundamentals|12e année|Cours collégial, enseigné par le collège (DRC)|75
CLJ4T|Criminal and Civil Law|12e année|Cours collégial, enseigné par le collège (DRC)|25
CLK4T|Law Enforcement Communications|12e année|Cours collégial, enseigné par le collège (DRC)|15
CLN4C|Études juridiques|12e année|Filière précollégiale|1860
CLN4U|Le droit canadien et international|12e année|Filière préuniversitaire|21430
